,Open,High,Close
990,98.41,98.65,96.66
991,96.2,97.71,97.13
992,97.96,100.48,99.52
993,100.32,101.19,97.39
994,100.55,100.69,99.96
995,98.97,99.06,98.53
996,98.55,99.11,96.96
997,98.68,100.13,96.45
998,100.56,102.37,100.7
999,105.75,105.85,102.71
1000,102.61,105.368,105.35
1001,107.01,107.03,105.26
1002,108.58,108.7,107.32
1003,106.96,109.43,108.74
1004,107.59,107.69,106.82
1005,109.0,109.0,108.03
1006,107.27,108.85,108.61
1007,107.4,107.72,107.23
1008,107.28,107.37,107.33
1009,108.91,109.52,106.03
1010,112.02,112.25,108.98
1011,111.07,111.99,111.34
1012,111.94,112.8,110.49
1013,112.18,112.68,112.48
1014,115.19,115.39,113.18
1015,116.04,116.94,116.17
1016,117.64,117.69,115.62
1017,117.52,118.6,118.23
1018,118.98,119.86,118.28
1019,115.29,119.25,119.03
1020,116.55,116.79,115.2
1021,117.05,118.11,116.28
1022,118.75,118.81,117.34
1023,117.99,119.41,118.3
1024,118.29,118.41,117.81
1025,119.21,119.23,118.03
1026,117.33,119.35,118.88
1027,119.27,119.73,117.75
1028,119.2,119.92,119.3
1029,117.64,119.75,118.78
1030,115.76,117.49,117.29
1031,114.92,115.05,113.69
1032,111.38,114.24,114.175
1033,115.2,115.57,112.34
1034,116.26,116.82,115.72
1035,116.37,117.42,116.11
1036,116.9,118.07,116.77
1037,120.96,121.81,120.57
1038,121.11,121.81,121.06
1039,121.85,122.69,120.92
1040,123.13,123.82,122.0
1041,120.79,123.49,122.57
1042,119.87,121.36,121.18
1043,120.99,121.22,119.5
1044,118.7,120.69,120.53
1045,116.93,119.3,119.27
1046,115.4,116.54,114.55
1047,118.08,118.13,115.28
1048,116.7,119.228,119.08
1049,114.33,115.5,115.5
1050,114.0,115.58,113.76
1051,111.34,114.17,113.77
1052,110.8,111.75,111.73
1053,111.78,112.0,111.04
1054,110.93,112.1,111.86
1055,111.29,111.52,110.21
1056,110.82,112.45,111.79
1057,112.73,112.75,111.6
1058,110.0,112.28,112.12
1059,110.19,110.19,109.5
1060,111.74,111.77,110.78
1061,110.63,111.74,111.31
1062,109.88,111.3698,110.78
1063,108.01,111.0136,110.38
1064,109.07,109.62,109.58
1065,110.17,111.54,109.95
1066,112.83,113.51,109.06
1067,113.85,114.57,112.44
1068,116.44,116.69,114.71
1069,113.25,115.5,115.0
1070,113.63,114.72,114.32
1071,113.38,114.18,113.4
1072,113.67,115.37,115.21
1073,112.21,114.3,113.45
1074,115.66,116.49,113.92
1075,116.25,116.54,116.41
1076,115.93,116.53,116.28
1077,116.58,116.89,115.31
1078,111.79,114.21,114.21
1079,110.27,113.2825,112.57
1080,113.76,114.02,110.15
1081,111.65,112.56,112.31
1082,108.97,110.45,109.27
1083,112.49,112.78,110.37
1084,110.0,112.34,112.34
1085,110.18,111.88,107.72
1086,112.13,114.53,112.76
1087,112.17,113.31,113.29
1088,112.25,113.24,112.92
1089,107.085,109.89,109.69
1090,111.11,111.11,103.74
1091,94.87,108.8,103.12
1092,110.43,111.9,105.76
1093,114.08,114.35,112.65
1094,116.1,116.52,115.01
